title,ddec,loupan,area,house_type,unitPrice,toward,renovation,positionInfo,totalPrice
tianhe,富力天朗明居 南向两房 满五 格局方正望花园,富力天朗明居N区 -棠下,65.21平米,2室2厅,单价47539元/平米,南,精装,低楼层(共26层),310
tianhe,华工校内3房81平方。380万。南北对流,华南理工大学宿舍西二区 -五山,80.89平米,3室1厅,单价45742元/平米,南,简装,高楼层(共4层),370
yuexiu,东华东路，中层大两房，东西对流,东华东路 -东山口,54.26平米,2室1厅,单价42389元/平米,东 西,简装,中楼层(共9层),230
yuexiu,君汇世家 小区管理 西南朝向 安静舒适,君汇世家 -水荫,198.67平米,4室2厅,单价80536元/平米,西南,精装,高楼层(共30层),1600
yuexiu,水荫翠苑 准电梯两房，户型方正实用，采光好,水荫翠院 -水荫,62.97平米,2室1厅,单价52406元/平米,东南 南,简装,高楼层(共9层),330
yuexiu,一德路     西善街   低层单位,一德路西善街 -解放南,54.3平米,2室2厅,单价25783元/平米,南 北,简装,低楼层(共3层),140
yuexiu,本小区为五羊小区模范 房子带20多方私家花园 东南向,五羊小区 -五羊新城,72.86平米,2室1厅,单价50508元/平米,东南,简装,低楼层(共8层),368
yuexiu,房子户型方正实用，南北对流，采光通风好,淘金北路 -淘金,74.37平米,2室1厅,单价51096元/平米,南 北,简装,中楼层(共8层),380
yuexiu,东川社区 麻雀虽小五脏俱全 间隔通风采光好,东川路 -东川路,26.21平米,1室1厅,单价49600元/平米,西,精装,中楼层(共8层),130
yuexiu,梅花村电梯两房 楼距宽 南北通透 大院管理,梅花村 -东风东,68平米,2室1厅,单价58677元/平米,南 北,简装,高楼层(共8层),399
yuexiu,淘金北小区 大院管理 南向安静 电梯已动工 近麓湖公园,淘金北路 -淘金,82.55平米,3室1厅,单价46033元/平米,南,简装,高楼层(共9层),380
yuexiu,东川路 户型方正 双地铁 近省医 中华广场,东川路 -东川路,63.44平米,2室1厅,单价47289元/平米,东,简装,中楼层(共6层),300
yuexiu,时代YOU公寓 总高层 东南向双阳台 装修保养新颖,时代YOU公寓 -建设路,46.6平米,1室0厅,单价25322元/平米,东南,精装,中楼层(共21层),118
yuexiu,电视台大院 大院管理 加装电梯 户型实用,电视台大院 -淘金,79.41平米,3室1厅,单价57928元/平米,南 北,简装,中楼层(共8层),460
yuexiu,光塔路仙邻巷 东南向两房 大阳台 税费少,光塔路仙邻巷 -西门口,56.94平米,2室1厅,单价34950元/平米,东南,简装,中楼层(共7层),199
yuexiu,司马街 精致两房 户型方正 采光通风好,西华路司马街 -西华路,42.13平米,2室1厅,单价26110元/平米,南,简装,高楼层(共9层),110
yuexiu,淘金路 华侨 电梯加装中 精装  高楼层 采光通风好,淘金路 -淘金,61平米,2室1厅,单价50820元/平米,北,精装,中楼层(共9层),310
yuexiu,电梯两房 靠里安静 南北对流 通风采光好 省铁一,梅花村 -东风东,81.82平米,2室2厅,单价67221元/平米,南 北,精装,高楼层(共8层),550
yuexiu,水荫路 东风公园旁  低层两居室,水荫路 -水荫,51.56平米,2室1厅,单价46160元/平米,南,简装,低楼层(共9层),238
yuexiu,农林下路  安静大院  准电梯三房,农林下路 -东山口,75.92平米,3室1厅,单价53346元/平米,东 西,简装,中楼层(共9层),405
yuexiu,先烈中81号大院两房业主诚心出售,先烈中路81号大院 -黄花岗,46.31平米,2室1厅,单价38869元/平米,东南,简装,高楼层(共9层),180
yuexiu,三荣大厦 两房高层观景 便利式,三荣大厦 -淘金,57平米,2室1厅,单价45615元/平米,西南,简装,高楼层(共30层),260
yuexiu,东湖新村 方正两房 小区管理 装修保养佳,东湖新村 -东湖,67.26平米,2室1厅,单价48766元/平米,南 北,简装,高楼层(共6层),328
yuexiu,华侨小學 南北对流方正户型  电梯已经在凑备,淘金东路 -淘金,91.08平米,3室2厅,单价42600元/平米,南,精装,高楼层(共9层),388
yuexiu,楼梯低层 南向两房 厅出阳台 装修漂亮,中山一路 -东风东,58.38平米,2室1厅,单价47962元/平米,南,精装,低楼层(共7层),280
yuexiu,梅花村 3室2厅 480万,梅花村 -东风东,99.9平米,3室2厅,单价48049元/平米,西南,简装,低楼层(共8层),480
yuexiu,中层东北向  三房格局方正 业主诚心出售,麓湖阁 -淘金,104.37平米,3室2厅,单价47811元/平米,东北,简装,中楼层(共30层),499
yuexiu,米市路 楼梯三房一厅 西北朝向,米市路 -西门口,77.93平米,3室1厅,单价33364元/平米,西北,简装,高楼层(共4层),260
yuexiu,温馨小户型 楼层高 通风采光好 方正实用 保养新,惠福西路白薇街 -解放南,39.06平米,2室1厅,单价29442元/平米,东,精装,高楼层(共9层),115
yuexiu,东兴南小区   准电梯 方正实用三房,东兴南小区 -五羊新城,75.03平米,3室1厅,单价49981元/平米,南,简装,中楼层(共9层),375
yuexiu,这套房子已经加装电梯了，格局方正。,水荫路水荫直街 -水荫,61.5平米,2室1厅,单价48456元/平米,东 南,简装,中楼层(共8层),298
yuexiu,两居室 全新装未住 2楼带30平花园,东风东路 -环市东,41平米,2室2厅,单价56098元/平米,南,精装,低楼层(共9层),230
liwan,长寿路地铁站  社区低层实用两房  住家精装修  带阳台,耀华社区存善正街 -西关,49.34平米,2室1厅,单价35469元/平米,东南,精装,低楼层(共9层),175
liwan,西华路 近陈家祠地铁小区中层全明屋新靓正规两房,西华路 -西华路,61.58平米,2室1厅,单价30855元/平米,南,精装,中楼层(共9层),190
liwan,旭日大厦  大两房 视野开阔 豪气大厅,旭日大厦 -龙津,102.21平米,2室2厅,单价36005元/平米,南,精装,中楼层(共31层),368
liwan,元邦明月星辉 3室2厅 375万,元邦明月星辉 -龙津,84.48平米,3室2厅,单价44390元/平米,东,精装,低楼层(共25层),375
liwan,怡芳苑 低总价 低楼层 精装2房,怡芳苑 -花地湾,54.07平米,2室1厅,单价32366元/平米,东南,精装,低楼层(共9层),175
liwan,电梯中高楼层精致两房业主自住保养新净户型方正采光好,隆城大厦 -中山八,47.5平米,2室1厅,单价36843元/平米,北,精装,中楼层(共28层),175
liwan,"电梯楼两房 户型方正 ,住家装修 ,楼下环境好",海南大厦 -人民路,87.53平米,3室1厅,单价31990元/平米,东 北,简装,中楼层(共19层),280
liwan,此房保养不错，采光通风好，交通方便,西华路 -西华路,39.97平米,1室1厅,单价30273元/平米,南,精装,中楼层(共9层),121
liwan,金道花园电梯楼小两房  首付预算低,金道花园 -鹤洞,52.66平米,2室1厅,单价31334元/平米,北,简装,低楼层(共9层),165
liwan,光雅里社区 链家旗下精装 南北对流 中层单价笋 近地铁,十八甫北路 -和平西,66.94平米,3室2厅,单价26293元/平米,东南 北,精装,中楼层(共8层),176
liwan,光复南路 精装三房  采光通风好 天台花园,光复南路 -人民路,73.62平米,3室2厅,单价24179元/平米,东 东南,精装,低楼层(共3层),178
liwan,周门小区 实用两房 保养新净 厅出阳台 无遮挡,周门小区周门街 -周门,44.07平米,2室1厅,单价32903元/平米,南 东北,简装,中楼层(共9层),145
liwan,条形砖外墙 框架结构 1997年拿地 南向大阳台,荔湾路小梅大街 -陈家祠,26.18平米,1室0厅,单价32468元/平米,南 西南,简装,高楼层(共6层),85
liwan,大院管理，房子保养的不错 ，光线不错,南岸路塘前新街 -南岸路,55平米,2室1厅,单价25455元/平米,东南,简装,中楼层(共7层),140
liwan,龙津花园  楼龄新  二楼南向宽敞实用二房,龙津花园 -龙津,74.32平米,2室2厅,单价28257元/平米,南,简装,低楼层(共9层),210
liwan,新简单装修，低价格小面积，采光佳好房,富力新居 -南岸路,32平米,1室1厅,单价26563元/平米,南,简装,中楼层(共9层),85
liwan,融穗华府 3房2厅 南向 业主诚意出售,融穗华府 -广钢新城,92平米,3室2厅,单价44566元/平米,南,精装,低楼层(共40层),410
liwan,龙锦大厦 4室2厅 598万,龙锦大厦 -龙津,129.4平米,4室2厅,单价46214元/平米,东北,精装,高楼层(共31层),598
liwan,维雅苑电梯 小区花园 中层 南北对流,维雅苑 -周门,70.55平米,2室1厅,单价43941元/平米,南 北,精装,中楼层(共13层),310
liwan,省级乐贤坊，地铁公交上盖，小区封闭管理，采光通风好,世纪广场 -龙津,93.65平米,3室1厅,单价40577元/平米,东北,精装,中楼层(共33层),380
liwan,富力D区  实用两房  东向望花园   新婚住家精致装修,富力广场D区 -中山八,61.7平米,2室1厅,单价50244元/平米,东北,精装,中楼层(共26层),310
liwan,周门西街 电梯三房 南北对流 户型方正,周门小区周门西街 -周门,72平米,3室1厅,单价35834元/平米,南,简装,低楼层(共9层),258
liwan,名汇大厦 老城区成熟配套 正规两房 户型方正实用,名汇商业大厦 -西关,68.12平米,2室2厅,单价37728元/平米,北,简装,中楼层(共32层),257
liwan,上九路 全新独栋私房 两层高 大厅中空复式 带天台花园,上九路 -人民路,100.1平米,4室2厅,单价32768元/平米,南,精装,低楼层(共2层),328
liwan,南岸路 环翠园 方正实用两房 通风采光好,环翠园 -南岸路,50.09平米,2室1厅,单价24956元/平米,北,简装,高楼层(共9层),125
liwan,荔港南湾 厅出阳台 温馨舒适 望花园,荔港南湾 -南岸路,100.55平米,3室2厅,单价37295元/平米,东北,简装,中楼层(共33层),375
liwan,荔雅阁   实用一房   马赛克外墙   天台可用  有K即睇,荔雅阁 -西华路,35.67平米,1室1厅,单价25232元/平米,北,精装,高楼层(共8层),90
liwan,陈家祠中层两房  户型方正实用 采光好,荔湾路 -陈家祠,63.84平米,2室1厅,单价31329元/平米,东南 西南,简装,中楼层(共9层),200
liwan,逢源路  荔枝湾旁中层两房  业主诚心放卖,逢源路 -西关,57.74平米,2室1厅,单价35504元/平米,西,简装,中楼层(共8层),205
liwan,多宝路 1号线旁 两室一厅 厅出阳台 正南向 通风透气,多宝路 -西关,58.41平米,2室1厅,单价31331元/平米,南 西 北,精装,中楼层(共6层),183
haizhu,宏宇广场 电梯高层 复式四房 装修新 安静,宏宇广场 -宝岗,233.52平米,4室2厅,单价33402元/平米,东,精装,高楼层(共33层),780
haizhu,逸景翠园 经典改造户型 直厅设计 采光明亮,逸景翠园 -广州大道南,72.39平米,3室1厅,单价41305元/平米,北,精装,低楼层(共13层),299
haizhu,新港西路214大院 楼梯中层 方正两房,新港西路214号大院 -新港西,64.44平米,2室1厅,单价24209元/平米,北,简装,高楼层(共9层),156
haizhu,和安大厦，厅出阳台，东北朝向，过五唯一,和安大厦 -工业大道南,64.35平米,2室1厅,单价36520元/平米,东北,精装,高楼层(共16层),235
haizhu,南洲花苑 温馨两房 采光通风好,南洲花苑A区 -南洲,64.3平米,2室1厅,单价25661元/平米,南,精装,中楼层(共9层),165
haizhu,江南西电梯小三房，旺中带静，装修保养好,江南西路紫金大街 -江南西,73.06平米,3室1厅,单价36820元/平米,东南,精装,中楼层(共8层),269
haizhu,双子星城 高层南向近新小复式 视野开阔,双子星城 -新港西,34.14平米,1室1厅,单价40422元/平米,西南,简装,高楼层(共15层),138
haizhu,滨江新城市花园  望江三房  中楼层,滨江新城市花园 -滨江中,83.73平米,3室2厅,单价36427元/平米,东北,简装,中楼层(共28层),305
haizhu,客村双地铁 金影花园原装电梯两房 楼龄新 看房方便,金影花园 -客村,73.57平米,2室1厅,单价38059元/平米,北,简装,高楼层(共9层),280
haizhu,珠影大院，电梯四房，一梯一户，南北对流，地铁200米,珠影大院 -客村,102平米,4室2厅,单价37255元/平米,南 北,简装,低楼层(共9层),380
haizhu,保利花园，南向望江，电梯中高层，实用四房,保利花园 -工业大道中,112.39平米,4室2厅,单价41374元/平米,东南,精装,中楼层(共18层),465
haizhu,赤岗地铁口 中高楼层采光好  南向闹中取静,纵横国际公寓 -赤岗,61.95平米,1室1厅,单价36320元/平米,南,简装,中楼层(共30层),225
haizhu,丰盈居 原装三房 使用率高 南北对流,丰盈居 -滨江东,91.49平米,3室2厅,单价43721元/平米,东南 北,简装,中楼层(共23层),400
haizhu,草芳苑 中层电梯两房 安静舒适 生活便利 近江边,草芳苑 -滨江中,54.2平米,2室1厅,单价35056元/平米,东北,简装,中楼层(共9层),190
haizhu,鹭江地铁200米，中层两房，南向望花园，满5年，框架,新滘镇政府宿舍 -新港西,52.88平米,2室1厅,单价30258元/平米,南,简装,中楼层(共8层),160
haizhu,保利花园 实用9成 南北对流 户型方正,保利花园 -工业大道中,98.76平米,3室2厅,单价38984元/平米,北,简装,中楼层(共11层),385
haizhu,南向三房 厅出阳台 采光通风好,金碧花园第一金碧 -金碧,81.83平米,3室2厅,单价35440元/平米,南,简装,高楼层(共22层),290
haizhu,复式试用小两房，精装修南向，带花园。,双子星城 -新港西,32平米,2室1厅,单价48438元/平米,南,精装,中楼层(共18层),155
haizhu,正规一房 看房方便 装修保养好,金碧花园第二金碧 -金碧,46.68平米,1室1厅,单价38561元/平米,南,简装,高楼层(共33层),180
haizhu,基立道 低层两房 300米地铁站 采光好 看房方便,前进路基立道 -前进路,56.56平米,2室1厅,单价28643元/平米,南 北,简装,低楼层(共9层),162
haizhu,实用小户型  交通方便  楼下就是石溪公交总站,工业大道南 -工业大道南,49.15平米,2室1厅,单价22991元/平米,南,简装,中楼层(共9层),113
haizhu,中高楼层 ，电梯三房 ，厅直出阳台，安静舒适,加怡花园 -金碧,73.6平米,3室1厅,单价35327元/平米,南 西南,简装,中楼层(共9层),260
haizhu,顺景雅苑  超长楼距园景两房  望广州塔视野好,顺景雅苑 -新港西,76.14平米,2室2厅,单价37826元/平米,北,简装,高楼层(共13层),288
haizhu,金沙花园 电梯大两房 325万 笋,金沙花园(海珠区) -工业大道北,86.87平米,3室2厅,单价35686元/平米,南,简装,中楼层(共9层),310
haizhu,南洲名苑 电梯两房 安静看花园 全明户型 满五唯一,南洲名苑 -南洲,65.74平米,2室1厅,单价36964元/平米,西南,精装,中楼层(共11层),243
haizhu,江燕路中层方正三房，采光通风很好,江燕路 -江燕路,86.08平米,3室2厅,单价29856元/平米,东南 西北,精装,中楼层(共8层),257
haizhu,鸿运花园 低层南向2房 户型方正 安静,鸿运花园 -赤岗,70.2平米,2室1厅,单价36325元/平米,南,简装,低楼层(共9层),255
haizhu,尚领时代  实用三房 采光保养好 居住舒适,尚领时代 -金碧,91.39平米,3室2厅,单价35015元/平米,南 北,精装,低楼层(共18层),320
haizhu,英豪花园 电梯两房 中层景观单边位,英豪花园阳光320 -南洲,64.91平米,2室2厅,单价40980元/平米,西南,简装,中楼层(共24层),266
haizhu,叠彩园  高层东北向花园两房 税费低 业主诚心出售,叠彩园 -广州大道南,82.81平米,2室2厅,单价39609元/平米,东北,简装,中楼层(共13层),328
panyu,祈福缤纷汇世界温馨小户型带大阳台视野开阔,祈福缤纷汇 -祈福新村,33.75平米,1室0厅,单价32593元/平米,北,精装,高楼层(共33层),110
panyu,方便看房 东华花园装修保养好  居家两房,东华花园 -市桥东,83平米,2室2厅,单价24097元/平米,东,简装,中楼层(共7层),200
panyu,富丽家园富昌花园 3室2厅 185万,富丽家园富昌花园 -大石,94.3平米,3室2厅,单价19619元/平米,东,精装,低楼层(共9层),185
panyu,南国奥林匹克花园 洛区二楼南向  产权清晰 省个税,南国奥林匹克花园 -汉溪,84平米,2室2厅,单价29762元/平米,南,精装,中楼层(共4层),250
panyu,翠拥华庭一期 南向大3房2厅 诚心出售,美心翠拥华庭一期 -番禺客运站,108.45平米,3室2厅,单价18442元/平米,南,精装,高楼层(共6层),200
panyu,莲芳园 大两房 户型方正 保养好,富丽家园莲芳园 -大石,69.8平米,2室1厅,单价20058元/平米,南,简装,中楼层(共8层),140
panyu,佰俐山 东南向全新装修 业主急售 刚需上车笋盘有钥匙,广州雅居乐花园剑桥郡 -雅居乐,102.22平米,3室2厅,单价36197元/平米,东南,精装,低楼层(共32层),370
panyu,高楼层，视野宽阔，无遮挡，配套设施齐全，交通便利,亚运城天誉 -亚运城,90.06平米,2室2厅,单价24762元/平米,西南,精装,高楼层(共54层),223
panyu,户型方正 无遮挡 采光好 3房带主套,番禺华景新城 -桥南,90.5平米,3室2厅,单价21547元/平米,北,简装,中楼层(共7层),195
panyu,D区一楼带花园 业主诚意出售  装修保养好,祈福新村D区 -祈福新村,91.2平米,3室2厅,单价22917元/平米,北,简装,低楼层(共4层),209
panyu,过五唯一  小户型  精装修   税费低,自在城市花园一二期 -汉溪,80平米,2室2厅,单价29125元/平米,南,精装,中楼层(共18层),233
panyu,丽江花园康城居 保养好三房 业主换房诚心出售,丽江花园康城居 -南浦,97.1平米,3室2厅,单价25541元/平米,东南,精装,低楼层(共9层),248
panyu,吉祥北园，户型方正，近地铁，采光通风好,吉祥北园 -洛溪,60.5平米,2室1厅,单价21488元/平米,南 北,简装,高楼层(共7层),130
panyu,广州碧桂园一期两房视野开阔 安静不吵,广州碧桂园雅苑 -南浦,68.1平米,2室1厅,单价27607元/平米,西北,精装,高楼层(共7层),188
panyu,番禺广场低总价两房 过五唯一省个税  业主诚心卖房,美心苑 -东怡新区,61平米,2室1厅,单价20656元/平米,南,简装,高楼层(共7层),126
panyu,亚运城运动员村精装大三房，南北对流保养好，中低楼层,亚运城运动员村四区 -亚运城,137.14平米,3室2厅,单价26251元/平米,南,精装,低楼层(共11层),360
panyu,富庭华园过五唯一  户型方正  三房适合一家人居住,富庭华园 -大石,104.4平米,3室2厅,单价24905元/平米,北,精装,低楼层(共7层),260
panyu,媒体南村  望花园  南北对流户型  通风采光好,亚运城媒体南村 -亚运城,77平米,2室1厅,单价27403元/平米,北,简装,低楼层(共18层),211
panyu,鸿禧华庭 电梯中层  精致装修,鸿禧华庭 -市桥,89.89平米,2室1厅,单价33931元/平米,北,精装,中楼层(共25层),305
panyu,绿怡居南北对流， 通风采光好 保养新净 楼梯洋房,祈福新村绿怡居 -祈福新村,50.8平米,2室2厅,单价24607元/平米,南,精装,中楼层(共4层),125
panyu,禺雅园，南向三房，采光充足，.,禺雅园 -市桥,88.91平米,3室1厅,单价16309元/平米,南,简装,高楼层(共7层),145
panyu,尚上名筑A区三房南北对流，新装修一年，拎包入住,尚上名筑一区 -亚运城,118.94平米,3室2厅,单价22281元/平米,南 北,精装,中楼层(共23层),265
panyu,南北对流 南向大阳台望花园 中间楼层光线好,亚运城运动员村一区 -亚运城,136.84平米,3室1厅,单价24335元/平米,南 北,简装,中楼层(共11层),333
panyu,丽江花园 丽荃楼 温馨三房 装修保养好,丽江花园丽荃楼 -南浦,91平米,3室2厅,单价21429元/平米,西北,简装,高楼层(共9层),195
panyu,正南向高楼层视野开阔采光充足交通便利配套齐全,尚东尚筑 -番禺客运站,80.82平米,2室2厅,单价30315元/平米,南,精装,高楼层(共17层),245
panyu,A区 两房带大露台 温馨舒适 南北对流 光线明亮 少税费,祈福新村A区 -祈福新村,51平米,2室1厅,单价25099元/平米,北,精装,高楼层(共4层),128
panyu,新月明珠花园 电梯中层 南向三房带主套 业主急售,新月明珠花园 -大石,107.4平米,3室2厅,单价32123元/平米,南,精装,中楼层(共24层),345
panyu,广州碧桂园雅苑三房东南向看方便,广州碧桂园雅苑 -南浦,102.5平米,3室2厅,单价24879元/平米,东南,精装,低楼层(共7层),255
panyu,碧桂园 南向大3房  视野开阔,广州碧桂园美苑 -南浦,102.5平米,3室2厅,单价25366元/平米,西南,简装,中楼层(共7层),260
panyu,鸿城花园 电梯房 步行地铁300米 总价低 小区新净,鸿城花园 -市桥,97平米,3室2厅,单价24743元/平米,南,精装,中楼层(共28层),240
baiyun,城西花园 有改动的实用两房 有电梯高层,城西花园 -金沙洲,47.1平米,2室1厅,单价27177元/平米,东南,简装,中楼层(共9层),128
baiyun,景泰新村 东南向电梯三房 配套成熟,景泰新村 -景泰,81.48平米,3室1厅,单价35101元/平米,东南,简装,中楼层(共12层),286
baiyun,低总价小二房，小区独立安静，生活配套方便。,富多来花园一区 -同德围,40.51平米,2室1厅,单价27154元/平米,南,精装,低楼层(共9层),110
baiyun,富力半岛花园，户型方正，通风采光好,富力半岛花园 -罗冲围,71.71平米,2室1厅,单价33469元/平米,东北,简装,高楼层(共27层),240
baiyun,富力半岛花园，户型方正，通风采光好,富力半岛花园 -罗冲围,59.53平米,2室1厅,单价35613元/平米,东北,简装,中楼层(共27层),212
baiyun,房子已过五年 装修保养好 采光通风好,大朗北路 -石井,60.52平米,2室1厅,单价10328元/平米,南 北,精装,高楼层(共6层),62.5
baiyun,岭南新世界 南向带主套 舒适三房,岭南新世界 -嘉禾望岗,109.37平米,3室2厅,单价42517元/平米,南 北 东北,精装,中楼层(共18层),465
baiyun,新市 新市花园一区正规两房一厅,新市花园一区 -新市,68平米,2室1厅,单价20589元/平米,东,简装,中楼层(共9层),140
baiyun,满五唯一南向楼梯低层厅出阳台户型方正,三元里大道 -机场路,54.87平米,2室1厅,单价23693元/平米,南,简装,低楼层(共8层),130
baiyun,金域蓝湾  东南望江  实用三房,金域蓝湾 -金沙洲,102.79平米,3室2厅,单价41347元/平米,东南,精装,中楼层(共25层),425
baiyun,白云区老城小户型，中层两房，钢混结构，13号线二期,增槎路 -罗冲围,32.39平米,2室1厅,单价17907元/平米,西北,简装,中楼层(共8层),58
baiyun,恒大御府，业主诚意出售，各付各税！,恒大御府 -梅花园,93.98平米,3室1厅,单价48947元/平米,西,精装,低楼层(共18层),460
baiyun,景泰新村  中低楼层  一梯两户  交通便利,景泰新村 -景泰,40.24平米,2室1厅,单价27834元/平米,南,简装,低楼层(共8层),112
baiyun,方正实用大两房 户型方正  格局采光好,白云山制药厂前山宿舍 -同和,68.33平米,2室1厅,单价24148元/平米,西北,精装,高楼层(共6层),165
baiyun,景泰新村中层两房 厅出阳台南向 全明屋,景泰新村 -景泰,48.46平米,2室1厅,单价25382元/平米,南,简装,中楼层(共7层),123
baiyun,上步二街   有地铁    笋 总价低,西槎路 -同德围,54.19平米,2室1厅,单价19008元/平米,东,简装,中楼层(共8层),103
baiyun,梅苑小区 精装修两房 采光通风好 保养新净,梅苑小区 -梅花园,65.23平米,2室2厅,单价31581元/平米,西北,简装,低楼层(共9层),206
baiyun,金碧雅苑 高层电梯两房 交通便利,金碧雅苑 -黄边,68.01平米,2室1厅,单价33819元/平米,南,简装,高楼层(共18层),230
baiyun,云东花园中层两房 望白云山 采光通透 空气流通,云东花园 -景泰,64.98平米,2室1厅,单价23854元/平米,东北,简装,中楼层(共9层),155
baiyun,广园中路 2室1厅 103万,广园中路 -麓景,49.22平米,2室1厅,单价20927元/平米,南,简装,高楼层(共9层),103
baiyun,白云山下精装大三房 价格超低电梯楼层,盈翠华庭 -景泰,94.62平米,3室1厅,单价39104元/平米,南,精装,低楼层(共14层),370
baiyun,富力桃园 D区温馨大两房 望花园 保养好 诚意出售,富力桃园 -罗冲围,91.67平米,2室1厅,单价31090元/平米,北,精装,中楼层(共29层),285
baiyun,金兰花园 电梯两房 满五年唯一,广信金兰花园 -白云大道南,67.18平米,2室2厅,单价34683元/平米,东北,精装,低楼层(共9层),233
baiyun,万方园 1室0厅 83万,万方园 -机场路,27.84平米,1室0厅,单价29814元/平米,南,简装,低楼层(共18层),83
baiyun,低楼层，配套设施成熟，交通便利。,景泰新村 -景泰,61.36平米,2室1厅,单价25261元/平米,东,简装,低楼层(共9层),155
baiyun,百顺台花园 2室1厅 165万,百顺台花园 -新市,48.86平米,2室1厅,单价33770元/平米,东南,简装,中楼层(共16层),165
baiyun,东方明珠  方正两房  采光通风好  视野开阔,东方明珠花园 -白云大道南,63.81平米,2室1厅,单价29463元/平米,东北,精装,高楼层(共8层),188
